Doc_ID,Nama_Tempat,Lokasi,Rating,Teks_Mentah
22,Camping Ground Wanagama,"Gunungkidul, DIY",4,Sejuk.cuman byk nyamuk
23,Camping Ground Wanagama,"Gunungkidul, DIY",5,Tempat yang sejuk dan alami
24,Camping Ground Wanagama,"Gunungkidul, DIY",5,"Tempat yang asik untuk nongkrong dan camping, ada berbagai macam wahana seperti forest tracking, healing track, honey tasting, pengolahan minyak kayu putih dan masih banyak lagi"
25,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,Tempat bagus dan nyaman sekali. Recommended utk ke sini di pagi hari. Banyak kupu2nya. Pemandangan juga bagus dan segar. Ini foto2nya no edit samsek. Good place for a short getaway from hectic life
26,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,"Pemandangan yg indah, cukup ideal utk camping ground utk kegiatan character building, ataupun kegiatan pembelajaran yang lain. Cukup tenang, meskipun tidak jauh dari kota Yogyakarta."
27,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,Tempat yang cocok untuk belajar dan berkegiatan di alam.
28,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,Tempatnya asik buat yg pengen dapat ketenangan.
29,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,"Walau dikata daerah Gedang Sari itu panas, tapi di buper ini amat semilir karena posisinya yang tinggi. Pemandangan sekeliling buper sangat memanjakan mata. Sore hari bisa lihat damainya sunset. Kita juga bisa lihat merapi merbabu dari sini. Pendopo jogjlo dan rumah limasan bisa buat bobok nyaman. Aneka pohon juga ditanam disini. Bener bener lokasi nyaman buat mencari kedamaian."
30,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,"Cocok untuk kemah sekolah. Pemandangan bagus, luas, bersih, mck memadahi. Ada jalur buat outbond juga. Kalau mau main doang juga bisa buat foto-foto asik. Yang punya juga ramah"
31,Camping Hill Gedang Sari,"Gunungkidul, DIY",4,"Bagi temen-temen, saudara yang suka mencari suasana ketenangan batin di sini tempatnya...sangat cocok untuk meditasi, yoga, dan kegiatan yang lain. Ada pendopo yang bisa digunakan untuk berbagai kegiatan."
32,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,Pemandangan tempat ini sangat indah
33,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,Suasana malam hari
34,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,"sejuk, sangat nyaman."
35,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,Minum
36,Camping Hill Gedang Sari,"Gunungkidul, DIY",5,Sempurna untuk pecinta alam
37,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Tempat wisata alam yg menarik. Ada camping ground, motor trail mini, spot foto, agrowisata. Cuaca saat siang dan cerah bisa sangat panas dan terik namun ketika malam udara menjadi sejuk. Ga perlu pasang musik untuk memeriahkan suasana, karena kalo malem banyak suara jangkrik dan kodok yg menemani"
38,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",4,"Tempat parkir luas, banyak aneka jajanan. Tidak ada retribusi. Fasilitas istirahat joglo, toilet & mushola ada. Pemandangan bagus. Top lah tempatnya"
39,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",4,"Tempat wisata alam, dengan icon batu vulkanik. Lokasinya strategis dekat dengan jalan. Bisa untuk pertemuan dan acara kemah. Tersedia toilet, warung jajan makanan dan minuman."
40,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Dari klaten mampir tempat e simbah di ngawen gunungkidul terus cari tempat spot foto2 bareng sama keluarga Lokasinya luas
41,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Tempat asri sejuk enak buat santai sambil lihat pemandangan alam
42,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"wisata alam n kuliner di bulan puasa, semogat masih terus berlanjut n semakin maju n berkembang untuk UMKM di sekitar nya."
43,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Tempat bermain yg luas ada gazebo dan balai pertemuan,, ada toilet,, view batu2 yg bagus,, cocok untuk kamping"
44,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,panoramanya indah.. bisa untuk foto/film kolosal
45,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Tempat yang bagus untuk berlibur. Hanya saja pada siang hari, cuaca bisa terasa sangat panas"
46,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Tempat yang cukup baik saat uji Pancar Radio HF 27MHz hingga bisa tembus ke Eropa
47,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,semoga pandemi segera berakhir..wisata2 segera ramai kembali.
48,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Asyik untuk menikmati pemandangan, apalagi menjelang sore lebih sejuk untuk melihat sunset."
49,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Tempatnya sejuk walau pas siang hari, krn anginnya lumayan kencang"
50,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Cantik bgt pas lagi cuacanya mendukung,"
51,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Wisata Watu Gendong, recommended kesini pagi atau sore. Areanya lumayan luas, parkiran mobil ada. Hanya saja kalau kesini pas lagi hujan jalannya becek karena sebagian besar areanya masih tanah sama rumput."
52,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Luas banget tempatnya.
53,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Kalau kesini feel so fresh 🖤 …
54,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",2,Lumayan ! Calculatore error' ! 2 esteh 2 nasih tumpang 2 telor dadar 4 krupuk 80 RB !
55,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Tempat nongkrong & kulineran di alam terbuka, sejuk dan asri... Kadang ada live musiknya juga"
56,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Tempatnya bagus. Tapi sayang wcnya tidak ada air, lalu rumput rumput liar banyak sekali, dan tidak ada penjagaan sama sekali"
57,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",3,Menjelang sore lebih syahdu hehehee
58,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Recomeded..wisata murah meriah
59,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Tempat nyaman untuk menikmati keindahan alam Gunungkidul sisi utara
60,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Bagus buat ngopi dan santai atau sekedar melepas lelah biar fresh lagi
61,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Cocok buat campinh
62,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Cocok buat santai ... suasanya nyaman dan tdk begitu bising
63,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"Akses jalan bagus, ada jajanan ringan jg ada makanan berat"
64,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Sakorane ak pernah rene
65,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",4,bagi yg ingin liburan hemat tempat ini sangat cocok
66,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",4,"Tempat bermain baru di wilayah kelurahan beji, Gunungkidul..."
67,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Lumayan buat santai dan kulinernya khas
68,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Cocok untuk berbagai kegiatan outdoor... Nyaman.. 😌 …
69,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Murah meriah dan akses mudah dijangkau kendaraan apapun
70,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Asiikk..menarik..pemandangan mengesankan
71,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Asyik sekali untuk acara-acara outbond.
72,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,tempatnya unik dan mudah dijangkau.....
73,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Karena banya mainan dan makanan minuman
74,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",4,Taman wisata alam dengan aksen batu besar
75,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Lumayan liat batu
76,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,"bersih, penjaga dan penjualnya ramah"
77,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,lumayan untuk refreshing..
78,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Tak disangka di tempat terpencil...
79,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Tempat wisata santai dan nyaman
80,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Jos meriah
81,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Keren kalo malem
82,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",3,masih bisa di kembangkan lagi
83,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Tempat bagussaa
84,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Yuk nonton akustic
85,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Mantap
86,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Taman bermain
87,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Wisata alam
88,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Wisata watu gendong 👍👍👍 …
89,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",3,"Tempat baru untuk kegiatan luar ruangan. Kebanyakan untuk berkemah, dan ada lapangan untuk kegiatan olahraga. Tempat ini memiliki ruang yang luas dan aula terbuka yang luas untuk berkumpul. Untuk makan, ada restoran lokal kecil, kami menyebutnya warung. Hanya menyediakan makanan sederhana dan instan, seperti Indomie."
90,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Tempat di mana sapi-sapi dulu tinggal masih menjadi rumahku.
91,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",4,Bagus
92,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",2,"Keren, cantik dilihatnya"
93,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",4,Suasananya sejuk.
94,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Nemu view cantik giniii
95,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",4,Butuh penjelasan tambahan
96,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,jika
97,Watu Gendong Camping Hills Outbond Center Adventure,"Gunungkidul, DIY",5,Mereka akan digiring.
98,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",4,"Cocok banget buat yang mau kemah. Lapangannya cukup luas. Ada toilet nya juga. Ada semacam gubuk/pendhapa nya juga, bisa dijadiin basecamp. Banyak gazebo juga yang cocok buat duduk santai sambil ngobrol. Ada tempat duduk selain gazebo juga. Tapi sayang gaada warung, harus keluar area dulu baru ada"
99,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",5,"Sangat recomend buat kaian yang akan melaksanakan kegiatan pramuka seperti hiking, kemah, outbond dan kegiatan lainnya. Akses jalan yang mudah dijangkau dilengkapi dengan joglo yang luas area lapangan juga luas toilet banyak dan cukup terawat. Mari agendakan untuk melaksanakan kegiatan di sini yaa. Desa wisata tinalah, purwoharjo samigaluh kulon progo"
100,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",4,"menengok siswa padmanaba ujian perkemahan, datang jam 19an malam jalan sudah sepi banget. sampai dilokasi tempat kemah berbentuk terasiring berundak, ada banyak toilet, ada gazebo, ada pendopo dan ada kucing trus difoto deh"
101,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",5,"Fiew nya mengalir sungai yang indah...gaess...nyaman untuk belajar, 5 menit sampai kampus Unisa, Lokasi strategis, keamanan 24 jam, dekat masjid, dekat pos ronda, dekat dengan area pengrajin blangkon khas jogja"
102,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",4,"Tempatnya luas, kamar mandi banyak cuma ada beberapa pintu kamar mandi yang udah rusak,ada kantin,ada pendopo,cuma kalau udah mulai siang panas banget di situ"
103,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",5,"Spot kemah gacor. Tempat asik brutal. View menyala indah. Keren abiz 🥶🥶🥶 Saya cinta dewi tinalah!!!  Review asli: Tempat nyaman dan cocok untuk kemah, luas jadi bisa rame. Cocok banget buat kemah sekolah. Fasilitas toilet juga memadai dan layak. Pas kemah disini ga nemu hewan bahaya kayak ular sih. Ada jalur air yang bisa bikin kesandung kalau ga fokus, tapi aman aja :]"
104,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",1,Wisata Tinalah terletak di lereng perbukitan Menoreh merupakan tempat rekreasi untuk semua kalangan... dimana terbentang aliran sungai Tinalah namanya ..dipinggiran sungai ada Bumi Perkemahan yg sering dikunjungi anak2 sekolah.. mahasiswa dari mana saja untuk berkemah disitu .. juga masih banyak tempat wisata yg lain masih jangkauan satu kecamatan seperti wisata Suroloyo... Kebun Teh...Gua Sriti... Wisata Kleco... dan masih banyak lagi. Yang pasti pemandangan alamnya sangat menarik... nikmati suasananya tatkala di pagi hari...atau sore hari saat matahari mau tenggelam.. hasil jepreetannya woooww  ...sambil ngopi sore...!!! Mantab kan ?! By...by...🖐
105,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",5,Tempatnya bagus dan adem. Sarana prasaranya baik
106,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",5,Tempat perkemahan yang representatif cocok untuk melatih mental anak muda dalam pembentukan karakter anak muda
107,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",4,Cocok untuk kemah.
108,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",5,"tepatnya bersih, kamar mandi nya bersih"
109,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",5,bagus
110,Bumi Perkemahan Dewi Tinalah,"Kulon Progo, DIY",5,Tempatnya dingin..
111,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Tempatnya bagus akses mudah,bis masuk. Dekat dengan perkampungan.banyak juga yang jualan,jd tidak perlu khawatir apa bila biah hati kita berkemah di kedung rejo. Bahkan penjualnya ada yang buka sampai malam. Semoga dengan adanya bumi perkemahan di sini berimbas positif bagi warga sekitar. Toilet dan airnya bersih."
112,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Bumi perkemahan kedungrejo merupakan salah satu alternatif tempat untuk camping yang direkomendasikan,lokasinya mudah dijangkau dengan kendaraan roda 4 maupun roda dua.Tersedia lapangan yang cukup luas,dan terdapat fasilitas toilet dan kamar mandi yg cukup banyak juga.Lokasinya juga strategis karena dekat dengan aliran sungai dan juga di sekitar bumi perkemahan juga bisa kita temui area hutan maupun bukit yang bisa jadi alternatif utk outbond.Jarak dari bandara YIA tidak terlalu jauh,untuk menuju ke lokasi bisa dengan bantuan google maps ketik aja bumi perkemahan kedung rejo.Selamat mencoba dan temukan sensasi camping di bumi perkemahan kedungrejo."
113,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"bupernya luass kamar mandi juga banyak tapi kalau mau sholat ke mushola harus naik dulu sekitar ±100 meter, sebenarnya mudah di akses tapi jalannya masih minim penerangan di bagian hutannya"
114,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Alhamdulillah,sekolah anak saya kemah disini semua nya lancar😍 …"
115,Campgrounds Kedungrejo,"Kulon Progo, DIY",3,"Tidak terlalu jauh dr jln raya utama di wilayah pengasih, wates, kulon progo. Nyaman dan fasilitas cukup memadai untuk yg mau berkemah baik acara sekolah, keluarga atau lainnya"
116,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,Tempat aman nyaman kondosif jauh dari keramaian masjid dekat hny jalan ke lokasi cukup menantang tetapi asyik
117,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Tempat kemah recommended, fasilitas lengkap, foto2 di bawah adalah ketika anak2 sdit anak sholeh sedayu camping"
118,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,sejuk asri lingkungan yg alami air mengalir di sepanjang lapangan
119,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Lengkap, ramah , luas, oke pokonya ... Medannya pling disukai karna bebas pilih"
120,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,Lokasi bagus. Sumber air aman. Pemandangan dikelilingi pegunungan yang indah. Hijau.
121,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Fasilitas banyak... Ada pendopo, lapangan, kolam ikan, kamar Mandi, Dan lain-lain..."
122,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"Secara lokasi bagus, datar, tidak banyak pohon di tengah membuat ketika siang panas menyengat, kamar mandi di dekat lokasi kotor. Instalasi listrik oke."
123,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"Tempat kemah yang aman, toilet bersih mencukupi untuk 200an orang. Ada sekitar 4 warung disekitar lokasi yang menyediakan makanan jika ada anak yang lupa mmbawa peralatan mandi atau bahan makanan. Jalan kaki menuju waduk sermo tergolong dekat, dengan pemandangan pohon kayu putih, serta lokasi yang masih hijau. Ada kali (sungai) yang cukup bersih, seru untuk digunakan sebagai jalur jelajah alam."
124,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Tempatnya luas dan bersih,ada aulanya, kamar mandi banyak, ada kolam yang sering digunakan untuk bermain/lomba,ada beberapa pedagang yang siap melayani 24 jam,dibawah bumi perkemahan terdapat sungai, diatas bumi perkemahan ada 2 tempat wisata yaitu Tangkil cliff dan bukit sajen,dekat dengan rumah penduduk dan masjid"
125,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"Bagus nih tempatnya fasilitas serba ada. Berwifi, luas untuk lapangan campnya, kamar mandi banyak, air bersih, alat masak dan tenda bisa sewa lengkap, mau api unggun bisa pesen, dekat masjid, mau outbond dekat dengan sungai. Sayangnya sekrenya  jadi satu lk&prp :("
126,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,Lokasi perkemahan sederhana yang rekomanded. Hanya untuk singnal XL dan Telkomsel kurang lancar
127,Campgrounds Kedungrejo,"Kulon Progo, DIY",3,"Tempat Bagus, aman, penduduk ramah... Sayangnya kamar mandi kotor dan susah sinyal"
128,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,Pernah kemah disini pas kelas 1 SMA tahun 2014
129,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Solusi terbaik ngadem di masa pandemi.. Jauh dr keramaian, jauh dr virus jg.. Sgt alami.."
130,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"bumi perkemahan lumayan lama menurut saya, terakhir kemah waktu itu tahun 2008an lah, saat saya masih SMP, tempatnya emang agak jauh dari jalan utama, masuk-masuk jauh dari keramaian. Jangan salah walaupun tempatnya masuk-masuk aksesnya pun mudah di jangkau untuk sampai lokasi, baik roda dua ataupun roda empat,, dan yg terpenting fasilitasnya pun memadahi kok, untuk kamar mandi, sarana ibadah pun ada soalnya dekat dengan masjid, kadang ada warung buka disaat ada event perkemahan, mantap sekali untuk kemah dan jelajah alam hehe, dekat dengan sungai lapanganya dan banyak pepohonan rindang, jadi terkesan asri"
131,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Gemericik air ditengah malam sepi sayup terdengar kedalam tenda... bintang terlihat sangat jelas sehingga para guru dapat menjelaskan tentang rasi bintang.. seperti scorpio, libra dan virgo ada dibelahan mana? Mantap bagi yang ingin belajar astronomi..."
132,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,Tempat terbaik untuk berkemah. Jauh dari hiruk pikuk kota pun jauh dari sinyal...  Pokoknya mantap. Ada banyak fasilitas kamar mandi dan wc
133,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"Dekat bukit, jd bisa keliatan pohon tinggi2 di sampingnya. Ckup berkabut jg pas pagi hari. Kamar mandi sudah memadai. Tp ada baiknya untuk toilet ditambah lagi."
134,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Suka banget tempatnya,masih asri dan terjaga. Kalo buat kemah sumber airnya terjamin. Ada sungai dan selokan yg bening. Dari pengelola tempat juga nyediain banyak kamar mandi."
135,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,Tempat camping dengan fasilitas memadai
136,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Lapangannya asri karna djelilingi pohon2,,,,"
137,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Tempat sejuk, dekat sungai, kamar mandi banyak dan bersih, pengurus buper baik dan ramah. Juga ada wifi di bupernya jadi kalau gaada sinyal bisa tuh pakai wifi"
138,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,Bagus buat didik anak belajar mandiri
139,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Tempatnya jauh dari kota, suasana desa & hutannya sangat kerasa. Ada kantin yang makanannya enak, ada wifinya, dan parkir mobil motor ada."
140,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"Tempatnya bagus untuk kemping, ada sungai di sebelah timurnya dan ada pegunungan di selatannya. Dekat Masjid, kamar mandi banyak, warung dekat"
141,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,Cocok banget buat  perkemahan dan akses jalan yg bisa d tembus pakai roda 4 dan roda 2
142,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Salah satu bumi perkemahan di desa Karangsari Pengasih Kulon Progo. Sudah ada sejak lama. Dikelola oleh masyarakat lokal yang arif. Selain itu, sering juga digunakan untuk festival masyarakt."
143,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"Belum pernah kemah disini sih tpi sering lewat.  Lapangan lumayan luas,  dekat dg kamar mandi"
144,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,Cocok untuk menyelenggarakan perkemahan dalam kapasitas kurang lebih 400 peserta
145,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,bagus buat kemping
146,Campgrounds Kedungrejo,"Kulon Progo, DIY",3,"Lumayan bagus,,dingin,sejuk,toilet kurang banyak,fasilitas tempat sampah kurang memadai..."
147,Campgrounds Kedungrejo,"Kulon Progo, DIY",4,"Tempatnya luas, ada aula, warganya ramah sekali dan bahasanya masih alusss"
148,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,jos buat kemah pokoke
149,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,Tempat asik buat berkemah. Jauh dari keramaian. (Susah signal) 😅 …
150,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Bumi perkemahan yang masih sangat asri dan udaranya sangat sejuk, ngga ada sinyal hp"
151,Campgrounds Kedungrejo,"Kulon Progo, DIY",5,"Suasana sejuk, asik, kamar mandi bersih dan banyak. Orangnya ramah"
